INVOICE_NO,vcurr Net Revenue,vcurr Gross Revenue,INVOICE_DATE,$ Net Revenue,$ Gross Revenue
VKR-137664,40005,40005.00147737766,8/27/2024 0:00,43325,43325.4166
VKR-137665,38082,38081.72770083103,8/27/2024 0:00,41243,41242.5111
VKR-137666,36646,39910.50147737766,8/28/2024 0:00,39687,43223.0731
VKR-137667,39997,39997.12650046168,8/28/2024 0:00,43317,43316.888
VKR-137668,36900,36900.001385041556,8/28/2024 0:00,39963,39962.7015
VKR-137669,25792,25792.200923361037,8/28/2024 0:00,27933,27932.9536
VKR-137670,2,2.244044321,8/28/2024 0:00,2,2.4303
VKR-137671,378698,378698.06094182824,8/28/2024 0:00,410130,410130
VKR-137672,13505,13504.734349030472,8/28/2024 0:00,14626,14625.6273
VKR-137673,18987,18987.0783,8/28/2024 0:00,20563,20563.005800000003
VKR-137674,355,355.4501385041551,8/28/2024 0:00,385,384.9525
VKR-137675,0,0.3791320406278855,8/28/2024 0:00,0,0.4106
VKR-137676,8062,8061.608402585412,8/28/2024 0:00,8731,8730.7219
VKR-137677,0,0.009510619,8/28/2024 0:00,0,0.0103
VKR-137678,36900,36900.00138504155,8/29/2024 0:00,39963,39962.701499999996
VKR-137679,378698,378698.06094182824,8/29/2024 0:00,410130,410130
VKR-137680,400,400,8/29/2024 0:00,433,433.2
VKR-137681,40966,40965.75152354571,8/29/2024 0:00,44366,44365.9089
VKR-137682,19958,19958.40073868883,8/29/2024 0:00,21615,21614.948
VKR-137683,19958,19958.40073868883,8/29/2024 0:00,21615,21614.948
VKR-137684,19958,19958.40073868883,8/29/2024 0:00,21615,21614.948
VKR-137685,19958,19958.40073868883,8/29/2024 0:00,21615,21614.948
VKR-137686,19958,19958.40073868883,8/29/2024 0:00,21615,21614.948
VKR-137687,19958,19958.40073868883,8/29/2024 0:00,21615,21614.948
VKR-137688,19958,19958.40073868883,8/29/2024 0:00,21615,21614.948
VKR-137689,19958,19958.40073868883,8/29/2024 0:00,21615,21614.948
VKR-137690,40871,40871.25152354571,8/29/2024 0:00,44264,44263.5654
VKR-137691,41801,41800.9325,8/29/2024 0:00,45270,45270.4099
VKR-137692,16142,16141.581809787627,8/29/2024 0:00,17481,17481.3331
VKR-137693,3709,3709.0726685133886,8/29/2024 0:00,4017,4016.9257
VKR-137694,6277,6276.638227146815,8/30/2024 0:00,6798,6797.5992
VKR-137695,77616,77616.00286,8/30/2024 0:00,84058,84058.1311
VKR-137696,89760,89760.00332409973,8/30/2024 0:00,97210,97210.0836
VKR-137697,25271,25271.219667590027,8/30/2024 0:00,27369,27368.7309
VKR-137698,26760,26760.061218836567,8/30/2024 0:00,28981,28981.1463
VKR-137699,1168,1167.6535549399816,8/30/2024 0:00,1265,1264.5688
VKR-137700,0,0.035549399815327794,8/30/2024 0:00,0,0.0385
VKR-137701,877,876.7769159741459,8/30/2024 0:00,950,949.5494
VKR-137702,597,597.1561403508772,8/30/2024 0:00,647,646.7201
VKR-137703,0,0.009510619,8/30/2024 0:00,0,0.0103
VKR-137704,39213,39213.255678670364,8/30/2024 0:00,42468,42467.9559
VKR-137705,36900,36900.01045987377,9/2/2024 0:00,40922,40922.111600000004
VKR-137706,36900,36900.01045987376,9/2/2024 0:00,40922,40922.1116
VKR-137707,37375,37375.14111812444,9/2/2024 0:00,41449,41449.031500000005
VKR-137708,48986,48986.45130748422,9/2/2024 0:00,54326,54325.9745
VKR-137709,5964,5964.001713255185,9/2/2024 0:00,6614,6614.0779
VKR-137710,5864,5863.801623083859,9/2/2024 0:00,6503,6502.956
VKR-137711,15345,15345.062308385934,9/2/2024 0:00,17018,17017.6741
VKR-137712,2100,2100.000631199279,9/2/2024 0:00,2329,2328.9007
VKR-137713,5520,5519.561316501353,9/2/2024 0:00,6121,6121.1935
VKR-137714,4032,4032.001172227232,9/2/2024 0:00,4471,4471.4893
VKR-137715,4032,4032.001172227232,9/2/2024 0:00,4471,4471.4893
VKR-137716,36900,36900.01045987376,9/3/2024 0:00,40922,40922.1116
VKR-137717,36900,36900.01045987377,9/3/2024 0:00,40922,40922.111600000004
VKR-137718,36900,36900.01045987377,9/3/2024 0:00,40922,40922.111600000004
VKR-137719,36900,36900.01045987376,9/3/2024 0:00,40922,40922.1116
VKR-137720,5425,5425.001532912534,9/3/2024 0:00,6016,6016.3267
VKR-137721,19520,19520.005590622182,9/4/2024 0:00,21648,21647.6862
VKR-137722,40195,40195.41145175834,9/4/2024 0:00,44577,44576.711299999995
VKR-137723,357,356.7181244364292,9/4/2024 0:00,396,395.6004
VKR-137724,36900,36900.01045987376,9/5/2024 0:00,40922,40922.1116
VKR-137725,36900,36900.01045987376,9/5/2024 0:00,40922,40922.1116
VKR-137726,36900,36900.01045987376,9/5/2024 0:00,40922,40922.1116
VKR-137727,13006,13006.303697024347,9/5/2024 0:00,14424,14423.9908
VKR-137728,3446,3445.897024346258,9/5/2024 0:00,3821,3821.4998
VKR-137729,5649,5649.001623083859,9/5/2024 0:00,6265,6264.7428
VKR-137730,13418,13417.82777276826,9/5/2024 0:00,14880,14880.371
VKR-137731,11719,11719.379350766456,9/5/2024 0:00,12997,12996.7917
VKR-137732,38557,38556.591523895404,9/5/2024 0:00,42759,42759.26
VKR-137733,28850,28849.649413886385,9/5/2024 0:00,31994,31994.2612
VKR-137734,10645,10644.825428313796,9/5/2024 0:00,11805,11805.1114
VKR-137735,14333,14332.934084761047,9/5/2024 0:00,15895,15895.2239
VKR-137740,19477,19477.006311992787,9/6/2024 0:00,21600,21600
VKR-137741,6259,6259.213976555456,9/6/2024 0:00,6941,6941.4683
VKR-137742,38721,38721.38593327322,9/6/2024 0:00,42942,42942.017
VKR-137743,39643,39642.79819657349,9/6/2024 0:00,43964,43963.8632
VKR-137744,3591,3591.000991884581,9/6/2024 0:00,3982,3982.4201
VKR-137745,25303,25303.20541027953,9/6/2024 0:00,28061,28061.2548
VKR-137746,21255,21254.692515779985,9/6/2024 0:00,23571,23571.454
VKR-137747,3130,3129.606943192065,9/6/2024 0:00,3471,3470.7341
VKR-137748,5512,5511.770604147881,9/6/2024 0:00,6113,6112.5536
VKR-137749,297,297.2651036970243,9/6/2024 0:00,330,329.667
VKR-137750,1271,1271.4703336339044,9/6/2024 0:00,1410,1410.0606
VKR-137751,36116,36116.26023444545,9/6/2024 0:00,40053,40052.9326
VKR-137752,3163,3162.900631199279,9/6/2024 0:00,3508,3507.6568
VKR-137753,42117,42116.51947700631,9/6/2024 0:00,46707,46707.2201
VKR-137754,226,225.9214607754734,9/6/2024 0:00,251,250.5469
VKR-137755,64607,64606.518304779085,9/6/2024 0:00,71649,71648.6288
VKR-137756,3067,3067.1813345356177,9/6/2024 0:00,3402,3401.5041
VKR-137757,16386,16386.304598737603,9/6/2024 0:00,18172,18172.4118
VKR-137758,17147,17147.142831379624,9/6/2024 0:00,19016,19016.1814
VKR-137760,9413,9412.762669071235,9/9/2024 0:00,10439,10438.7538
VKR-137761,32200,32200.37781785392,9/9/2024 0:00,35710,35710.219
VKR-137762,40523,40522.51145175834,9/9/2024 0:00,44939,44939.4652
VKR-137763,15169,15169.438052299369,9/9/2024 0:00,16823,16822.9068
VKR-137764,17304,17304.39603246168,9/9/2024 0:00,19191,19190.5752
VKR-137765,66454,66453.76880072137,9/9/2024 0:00,73697,73697.2296
VKR-137766,36796,36795.94788097385,9/9/2024 0:00,40807,40806.7062
VKR-137767,42029,42028.88693,9/9/2024 0:00,46610,46610.0356
VKR-137768,1225,1225.000360685302,9/9/2024 0:00,1359,1358.5254
VKR-137769,9450,9450.002705139766,9/9/2024 0:00,10480,10480.053
VKR-137770,20059,20058.973399458973,9/9/2024 0:00,22245,22245.4015
VKR-137771,35410,35410.33769161407,9/9/2024 0:00,39270,39270.0645
VKR-137772,829,829.3696122633003,9/9/2024 0:00,920,919.7709
VKR-137773,4987,4986.776645626692,9/9/2024 0:00,5530,5530.335300000001
VKR-137774,37179,37179.01055004509,9/9/2024 0:00,41232,41231.5227
VKR-137775,37179,37179.01055004509,9/9/2024 0:00,41232,41231.5227
VKR-137776,37179,37179.01055004509,9/9/2024 0:00,41232,41231.5227
VKR-137777,37179,37179.01055004509,9/9/2024 0:00,41232,41231.5227
VKR-137780,260253,260253.07366997292,9/10/2024 0:00,288621,288620.65869999997
VKR-137781,13851,13850.651217312894,9/10/2024 0:00,15360,15360.3722
VKR-137782,5182,5181.751487826871,9/10/2024 0:00,5747,5746.5624
VKR-137783,2934,2934.0008115419296,9/10/2024 0:00,3254,3253.8069
VKR-137784,3531,3530.795942290352,9/10/2024 0:00,3916,3915.6527
VKR-137785,2971,2971.461947700631,9/10/2024 0:00,3295,3295.3513
VKR-137786,9557,9556.502705139766,9/10/2024 0:00,10598,10598.1615
VKR-137787,3076,3076.337060414788,9/10/2024 0:00,3412,3411.6578
VKR-137788,26734,26734.057529305683,9/10/2024 0:00,29648,29648.0698
VKR-137789,6164,6164.0890892696125,9/10/2024 0:00,6836,6835.9748
VKR-137790,36646,39910.511271415686,9/11/2024 0:00,40640,44260.757
VKR-137791,36646,39910.511271415686,9/11/2024 0:00,40640,44260.757
VKR-137792,5182,5181.751487826871,9/11/2024 0:00,5747,5746.5624
VKR-137793,9954,9954.002795311091,9/11/2024 0:00,11039,11038.9891
VKR-137794,717,716.8963931469792,9/11/2024 0:00,795,795.0381
VKR-137795,27235,27234.59594229035,9/11/2024 0:00,30203,30203.1669
VKR-137796,10276,10276.335617673578,9/11/2024 0:00,11396,11396.456199999999
VKR-137797,13746,13745.53823264202,9/11/2024 0:00,15244,15243.8019
VKR-137798,2705,2705.350225428314,9/11/2024 0:00,3000,3000.2334
VKR-137799,44567,44566.51262398557,9/12/2024 0:00,49424,49424.2625
VKR-137800,36646,39910.511271415686,9/12/2024 0:00,40640,44260.757
VKR-137802,44730,44730.012623985574,9/12/2024 0:00,49606,49605.584
VKR-137803,35516,35516.26005410279,9/12/2024 0:00,39388,39387.5324
VKR-137804,20066,20065.505680793507,9/12/2024 0:00,22253,22252.6458
VKR-137805,14981,14981.404238052299,9/12/2024 0:00,16614,16614.3773
VKR-137806,38354,38354.33237150586,9/12/2024 0:00,42535,42534.9546
VKR-137807,9179,9179.102615,9/12/2024 0:00,10180,10179.6248
VKR-137808,57412,57411.91623083859,9/12/2024 0:00,63670,63669.8151
VKR-137809,16969,16968.604779080255,9/12/2024 0:00,18818,18818.1827
VKR-137811,9840,9840.002795311091,9/13/2024 0:00,10913,10912.5631
VKR-137812,30319,30318.758611361583,9/13/2024 0:00,33624,33623.5033
VKR-137813,44730,44730.012623985574,9/13/2024 0:00,49606,49605.584
VKR-137814,4727,4726.515058611362,9/13/2024 0:00,5242,5241.7052
VKR-137815,17490,17490.483949504058,9/13/2024 0:00,19397,19396.9467
VKR-137816,36771,36770.59035166817,9/13/2024 0:00,40779,40778.5847
VKR-137817,11646,11646.003336339045,9/13/2024 0:00,12915,12915.4177
VKR-137818,8043,8042.777277,9/13/2024 0:00,8919,8919.44
VKR-137819,44730,44730.012623985574,9/16/2024 0:00,49606,49605.584
VKR-137820,45075,45074.812714156906,9/16/2024 0:00,49988,49987.967300000004
VKR-137821,10821,10820.559062218215,9/16/2024 0:00,12000,12000
VKR-137822,10821,10820.559062218215,9/16/2024 0:00,12000,12000
VKR-137823,10821,10820.559062218215,9/16/2024 0:00,12000,12000
VKR-137824,30216,30215.971776375114,9/16/2024 0:00,33510,33509.5127
VKR-137825,28019,28018.781605049593,9/16/2024 0:00,31073,31072.8288
VKR-137826,3645,3644.900991884581,9/16/2024 0:00,4042,4042.1952
VKR-137827,40777,40776.7615,9/16/2024 0:00,45221,45221.4285
VKR-137828,57316,57316.36618575294,9/16/2024 0:00,63564,63563.8501
VKR-137829,66880,66880.00667,9/16/2024 0:00,74170,74169.9274
VKR-137830,40777,40776.7615,9/16/2024 0:00,45221,45221.4285
VKR-137831,1388,1387.8564472497746,9/16/2024 0:00,1539,1539.1328
VKR-137832,1500,1500.0004508566276,9/16/2024 0:00,1664,1663.5005
VKR-137833,5817,5817.001623083859,9/16/2024 0:00,6451,6451.0548
VKR-137834,9147,9146.609377817855,9/16/2024 0:00,10144,10143.5898
VKR-137835,44368,44367.762578899914,9/16/2024 0:00,49204,49203.8487
VKR-137836,23073,23072.528043282236,9/16/2024 0:00,25587,25587.4336
VKR-137837,345,344.82750225428316,9/16/2024 0:00,382,382.4137
VKR-137838,40304,40304.26140667268,9/16/2024 0:00,44697,44697.4259
VKR-137839,4806,4805.626330027051,9/17/2024 0:00,5329,5329.4396
VKR-137840,560,560.0001803426511,9/17/2024 0:00,621,621.0402
VKR-137841,7135,7134.752028854824,9/17/2024 0:00,7912,7912.44
VKR-137842,14982,14982.161136158702,9/17/2024 0:00,16615,16615.2167
VKR-137843,2334,2334.0066726780883,9/17/2024 0:00,2588,2588.4134
VKR-137844,1,1.2687105500450857,9/17/2024 0:00,1,1.407
VKR-137845,23267,23266.582777276824,9/18/2024 0:00,25803,25802.6403
VKR-137846,13965,13965.303877366996,9/18/2024 0:00,15488,15487.521999999999
VKR-137847,12866,12865.930838593327,9/18/2024 0:00,14268,14268.3173
VKR-137848,32137,32136.735527502253,9/18/2024 0:00,35640,35639.6397
VKR-137849,38564,38564.082596934175,9/18/2024 0:00,42768,42767.5676
VKR-137850,3229,3228.750946798918,9/18/2024 0:00,3581,3580.6848
VKR-137851,4432,4431.681244364293,9/18/2024 0:00,4915,4914.7345000000005
VKR-137852,8883,8883.002524797113,9/18/2024 0:00,9851,9851.2498
VKR-137853,14074,14073.600090171325,9/18/2024 0:00,15608,15607.6225
VKR-137855,39466,39465.573669972946,9/19/2024 0:00,43767,43767.3212
VKR-137856,2351,2351.250676284941,9/19/2024 0:00,2608,2607.537
VKR-137857,27662,27662.06339044184,9/19/2024 0:00,30677,30677.2283
VKR-137858,11986,11985.728854824167,9/19/2024 0:00,13292,13292.1733
VKR-137859,37179,37179.01045987377,9/19/2024 0:00,41232,41231.522600000004
VKR-137860,45617,45617.31686203787,9/19/2024 0:00,50590,50589.6044
VKR-137861,37179,37179.01055004509,9/19/2024 0:00,41232,41231.5227
VKR-137862,37179,37179.01055004509,9/19/2024 0:00,41232,41231.5227
VKR-137863,37179,37179.01055004509,9/19/2024 0:00,41232,41231.5227
VKR-137864,37179,37179.01055004509,9/19/2024 0:00,41232,41231.5227
VKR-137865,37179,37179.01055004509,9/19/2024 0:00,41232,41231.5227
VKR-137866,37179,37179.01055004509,9/19/2024 0:00,41232,41231.5227
VKR-137867,37179,37179.01055004509,9/19/2024 0:00,41232,41231.5227
VKR-137868,11088,11088.003155996394,9/20/2024 0:00,12297,12296.5955
VKR-137869,37179,37179.01055004509,9/20/2024 0:00,41232,41231.5227
VKR-137870,37179,37179.01055004509,9/20/2024 0:00,41232,41231.5227
VKR-137871,37179,37179.01055004509,9/20/2024 0:00,41232,41231.5227
VKR-137872,37179,37179.01055004509,9/20/2024 0:00,41232,41231.5227
VKR-137873,29298,29298.44833183048,9/20/2024 0:00,32492,32491.9792
VKR-137874,36982,36981.96573,9/20/2024 0:00,41013,41013
VKR-137875,36982,36981.96573,9/20/2024 0:00,41013,41013
VKR-137876,1,0.9144274120829576,9/20/2024 0:00,1,1.0141
VKR-137877,36982,36981.96573,9/20/2024 0:00,41013,41013
VKR-137878,36982,36981.96573,9/20/2024 0:00,41013,41013
VKR-137879,36982,36981.96573,9/20/2024 0:00,41013,41013
VKR-137880,36982,36981.96573,9/20/2024 0:00,41013,41013
VKR-137881,36982,36981.96573,9/20/2024 0:00,41013,41013
VKR-137882,36982,36981.96573,9/20/2024 0:00,41013,41013
VKR-137883,36982,36981.96573,9/20/2024 0:00,41013,41013
VKR-137884,36982,36981.96573,9/20/2024 0:00,41013,41013
VKR-137885,89760,89760.02542831379,9/23/2024 0:00,99544,99543.8682
VKR-137886,10821,10820.739404869253,9/23/2024 0:00,12000,12000.2
VKR-137887,10821,10820.739404869253,9/23/2024 0:00,12000,12000.2
VKR-137888,10821,10820.739404869253,9/23/2024 0:00,12000,12000.2
VKR-137889,5411,5410.640216411181,9/23/2024 0:00,6000,6000.4
VKR-137890,10821,10820.739404869253,9/23/2024 0:00,12000,12000.2
VKR-137891,3372,3372.250946798918,9/23/2024 0:00,3740,3739.8263
VKR-137892,1364,1363.5550045085663,9/23/2024 0:00,1512,1512.1825
VKR-137893,15525,15524.729305680794,9/23/2024 0:00,17217,17216.9248
VKR-137894,40430,40430.261406672675,9/23/2024 0:00,44837,44837.1599
VKR-137895,39422,39422.261136158704,9/23/2024 0:00,43719,43719.2876
VKR-137896,200,199.76212804328225,9/23/2024 0:00,222,221.5362
VKR-137897,12182,12181.795942290351,9/23/2024 0:00,13510,13509.6117
VKR-137898,685,685.0001803426511,9/23/2024 0:00,760,759.6652
VKR-137899,40523,40522.51145175834,9/23/2024 0:00,44939,44939.4652
VKR-137900,1478,1478.2504057709648,9/23/2024 0:00,1639,1639.3797
VKR-137901,40523,40522.51145175834,9/23/2024 0:00,44939,44939.4652
VKR-137902,300,300.00009017132555,9/23/2024 0:00,333,332.7001
VKR-137903,17964,17963.61109107304,9/23/2024 0:00,19922,19921.6447
VKR-137910,39466,39465.573669972946,9/24/2024 0:00,43767,43767.3212
VKR-137911,89760,89760.02542831379,9/24/2024 0:00,99544,99543.8682
VKR-137912,39422,39422.261136158704,9/24/2024 0:00,43719,43719.2876
VKR-137913,22978,22977.641027953112,9/24/2024 0:00,25482,25482.2039
VKR-137914,42029,42028.88693,9/24/2024 0:00,46610,46610.0356
VKR-137915,40523,40522.51145175834,9/24/2024 0:00,44939,44939.4652
VKR-137916,29717,29716.508385933274,9/24/2024 0:00,32956,32955.6078
VKR-137917,42117,42116.51947700631,9/24/2024 0:00,46707,46707.2201
VKR-137918,41778,41777.75618,9/24/2024 0:00,46332,46331.5316
VKR-137919,40979,40979.01154192966,9/24/2024 0:00,45446,45445.72379999999
VKR-137920,2698,2697.800721370604,9/24/2024 0:00,2992,2991.861
VKR-137921,37179,37179.01055004509,9/24/2024 0:00,41232,41231.5227
VKR-137922,37179,37179.01055004509,9/24/2024 0:00,41232,41231.5227
VKR-137923,37179,37179.01055004509,9/24/2024 0:00,41232,41231.5227
VKR-137924,37179,37179.01055004509,9/24/2024 0:00,41232,41231.5227
VKR-137926,1269,1269.0003606853022,9/25/2024 0:00,1407,1407.3214
VKR-137927,520,520.0001803426511,9/25/2024 0:00,577,576.6802
VKR-137928,39958,39957.76131650135,9/25/2024 0:00,44313,44313.1573
VKR-137929,2897,2896.551127141569,9/25/2024 0:00,3212,3212.2752
VKR-137930,465,465.00009017132555,9/25/2024 0:00,516,515.6851
VKR-137931,4032,4032.001172227232,9/25/2024 0:00,4471,4471.4893
VKR-137932,22680,22680.006402164112,9/25/2024 0:00,25152,25152.1271
VKR-137933,2247,2247.3241659152386,9/25/2024 0:00,2492,2492.2825
VKR-137934,13517,13517.238683498648,9/25/2024 0:00,14991,14990.6177
VKR-137935,5040,5040.001442741209,9/25/2024 0:00,5589,5589.3616
VKR-137936,7650,7650.002164111812,9/25/2024 0:00,8484,8483.8524
VKR-137937,2100,2100.000631199279,9/25/2024 0:00,2329,2328.9007
VKR-137938,484,484.00018034265105,9/25/2024 0:00,537,536.7562
VKR-137939,37179,37179.01055004509,9/25/2024 0:00,41232,41231.5227
VKR-137940,37179,37179.01055004509,9/25/2024 0:00,41232,41231.5227
VKR-137941,37179,37179.01055004509,9/25/2024 0:00,41232,41231.5227
VKR-137942,37179,37179.01055004509,9/25/2024 0:00,41232,41231.5227
VKR-137943,37179,37179.01055004509,9/25/2024 0:00,41232,41231.5227
VKR-137944,37179,37179.01055004509,9/25/2024 0:00,41232,41231.5227
VKR-137945,37179,37179.01055004509,9/25/2024 0:00,41232,41231.5227
VKR-137946,24239,24239.2569,9/26/2024 0:00,26881,26881.3359
VKR-137947,22023,22022.66420198377,9/26/2024 0:00,24423,24423.1346
VKR-137948,14682,14681.776194770064,9/26/2024 0:00,16282,16282.0898
VKR-137949,22023,22022.66420198377,9/26/2024 0:00,24423,24423.1346
VKR-137951,22290,22289.88854824166,9/26/2024 0:00,24719,24719.486399999998
VKR-137952,28328,28328.270153291254,9/26/2024 0:00,31416,31416.0516
VKR-137953,15497,15497.43039,9/26/2024 0:00,17187,17186.6503
VKR-137954,6592,6592.1508566275925,9/26/2024 0:00,7311,7310.6953
VKR-137955,8726,8725.502435,9/26/2024 0:00,9677,9676.5822
VKR-137956,9645,9645.002795311091,9/26/2024 0:00,10696,10696.3081
VKR-137957,28616,28615.927682596935,9/26/2024 0:00,31735,31735.0638
VKR-137958,40761,40761.46627592426,9/26/2024 0:00,45204,45204.4661
VKR-137959,599,599.2864743011722,9/26/2024 0:00,665,664.6087
VKR-137960,400,399.5242560865645,9/26/2024 0:00,443,443.0724
VKR-137961,17859,17858.847430117225,9/26/2024 0:00,19805,19805.4618
VKR-137962,18317,18317.029666366096,9/26/2024 0:00,20314,20313.5859
VKR-137963,13749,13749.343282236248,9/26/2024 0:00,15248,15248.0217
VKR-137964,40185,40989.38656,9/27/2024 0:00,44565,45457.2297
VKR-137965,43092,43092.01217312895,9/27/2024 0:00,47789,47789.0415
VKR-137966,40342,40342.06140667268,9/27/2024 0:00,44739,44739.3461
VKR-137967,15300,15299.504328223626,9/27/2024 0:00,16967,16967.1503
VKR-137969,2909,2909.0362488728583,9/27/2024 0:00,3226,3226.1212
VKR-137970,38981,38981.261045987376,9/27/2024 0:00,43230,43230.2185
VKR-137971,21349,21348.531018935977,9/27/2024 0:00,23676,23675.5209
VKR-137972,6036,6035.551668169523,9/27/2024 0:00,6693,6693.4268
VKR-137973,2922,2921.521370604148,9/27/2024 0:00,3240,3239.9672
VKR-137974,37755,37755.04589720469,9/27/2024 0:00,41870,41870.3459
VKR-137975,30807,30807.068710550044,9/27/2024 0:00,34165,34165.0392
VKR-137976,63811,63811.143101893605,9/30/2024 0:00,70767,70766.5577
VKR-137977,250,250.0000901713255,9/30/2024 0:00,277,277.2501
VKR-137978,63811,63811.143101893605,9/30/2024 0:00,70767,70766.5577
VKR-137979,2075,2075.0006311992784,9/30/2024 0:00,2301,2301.1757
VKR-137980,37179,37179.01045987377,9/30/2024 0:00,41232,41231.522600000004
VKR-137981,37179,37179.01045987377,9/30/2024 0:00,41232,41231.522600000004
VKR-137982,37179,37179.01055004509,9/30/2024 0:00,41232,41231.5227
VKR-137983,37179,37179.01055004509,9/30/2024 0:00,41232,41231.5227
VKR-137984,37179,37179.01055004509,9/30/2024 0:00,41232,41231.5227
VKR-137985,37179,37179.01055004509,9/30/2024 0:00,41232,41231.5227
VKR-137986,17224,17224.20486925158,9/30/2024 0:00,19102,19101.6432
VKR-137987,16855,16854.604779080255,9/30/2024 0:00,18692,18691.7567
VKR-137988,36982,36981.96573,9/30/2024 0:00,41013,41013
VKR-137989,36982,36981.96573,9/30/2024 0:00,41013,41013
VKR-137990,2198,2197.6006311992787,9/30/2024 0:00,2437,2437.1391
VKR-137991,7405,7404.933183047791,9/30/2024 0:00,8212,8212.0709
VKR-137992,7069,7069.2019837691605,9/30/2024 0:00,7840,7839.744999999999
VKR-137993,36982,36981.96573,9/30/2024 0:00,41013,41013
VKR-137994,3852,3852.0010820559064,9/30/2024 0:00,4272,4271.8692
VKR-137995,9281,9281.448782687106,9/30/2024 0:00,10293,10293.1267
VKR-137996,36982,36981.96573,9/30/2024 0:00,41013,41013
VKR-137997,8671,8670.902435,9/30/2024 0:00,9616,9616.0308
VKR-137998,36982,36981.96573,9/30/2024 0:00,41013,41013
VKR-137999,36982,36981.96573,9/30/2024 0:00,41013,41013
VKR-138000,36982,36981.96573,9/30/2024 0:00,41013,41013
VKR-138001,36982,36981.96573,9/30/2024 0:00,41013,41013
VKR-138002,36982,36981.96573,9/30/2024 0:00,41013,41013
VKR-138003,36982,36981.96573,9/30/2024 0:00,41013,41013
VKR-138004,364385,364385.03155996394,9/30/2024 0:00,404103,404103
VKR-138005,89760,89760.02542831379,9/30/2024 0:00,99544,99543.8682
VKR-138006,2951,2950.500446428571,10/1/2024 0:00,3305,3304.5605
VKR-138007,38429,38428.72776785714,10/1/2024 0:00,43040,43040.1751
VKR-138008,8537,8536.501339285713,10/1/2024 0:00,9561,9560.8815
VKR-138009,4588,4588.064732142857,10/1/2024 0:00,5139,5138.632500000001
VKR-138010,40320,40320.006428571425,10/1/2024 0:00,45158,45158.4072
VKR-138011,47911,47910.70767857142,10/1/2024 0:00,53660,53659.9926
VKR-138012,57409,57408.75919642856,10/2/2024 0:00,64298,64297.8103
VKR-138014,5,4.500624999999999,10/2/2024 0:00,5,5.0407
VKR-138015,402,402.3950892857143,10/2/2024 0:00,451,450.6825
VKR-138016,0,0.19285714285714284,10/2/2024 0:00,0,0.216
VKR-138017,6287,6287.422767857142,10/2/2024 0:00,7042,7041.9135
VKR-138018,10976,10976.321785714283,10/2/2024 0:00,12293,12293.480399999999
VKR-138019,402,402.3950892857143,10/2/2024 0:00,451,450.6825
VKR-138020,42260,42259.88178571428,10/2/2024 0:00,47331,47331.067599999995
VKR-138021,0,0.009553571,10/2/2024 0:00,0,0.0107
VKR-138022,35665,35664.77678571428,10/3/2024 0:00,39945,39944.55
VKR-138023,10976,10976.001785714285,10/4/2024 0:00,12293,12293.122
VKR-138024,17199,17199.00276785714,10/4/2024 0:00,19263,19262.8831
VKR-138025,20507,20506.503303571426,10/4/2024 0:00,22967,22967.2837
VKR-138026,19807,19806.903124999997,10/4/2024 0:00,22184,22183.731499999998
VKR-138027,12223,12222.74982142857,10/4/2024 0:00,13689,13689.4798
VKR-138028,14885,14885.02419642857,10/4/2024 0:00,16671,16671.2271
VKR-138029,18334,18334.124732142856,10/4/2024 0:00,20534,20534.2197
VKR-138030,2825,2824.500446428571,10/4/2024 0:00,3163,3163.4405
VKR-138031,35079,35078.78892857143,10/4/2024 0:00,39288,39288.2436
VKR-138032,31787,31786.69446428571,10/4/2024 0:00,35601,35601.097799999996
VKR-138033,2560,2559.8792857142857,10/4/2024 0:00,2867,2867.0648
VKR-138034,12680,12679.755535714285,10/4/2024 0:00,14201,14201.3262
VKR-138035,13086,13086.402142857143,10/7/2024 0:00,14657,14656.770400000001
VKR-138036,9450,9450.001517857143,10/7/2024 0:00,10584,10584.0017
VKR-138037,3411,3411.2005357142857,10/7/2024 0:00,3821,3820.5446
VKR-138038,42419,42419.14544642857,10/7/2024 0:00,47509,47509.4429
VKR-138039,45156,45156.27008928571,10/7/2024 0:00,50575,50575.0225
VKR-138040,12022,12021.552321428571,10/7/2024 0:00,13464,13464.1386
VKR-138041,41895,41895.006696428565,10/7/2024 0:00,46922,46922.4075
VKR-138042,2930,2929.9390178571425,10/7/2024 0:00,3282,3281.5317
VKR-138043,7333,7333.201160714284,10/7/2024 0:00,8213,8213.1853
VKR-138044,13372,13371.752142857142,10/8/2024 0:00,14976,14976.3624
VKR-138045,32288,32287.505267857145,10/8/2024 0:00,36162,36162.005900000004
VKR-138046,48986,48986.44535714285,10/8/2024 0:00,54865,54864.8188
VKR-138047,1890,1890.0002678571425,10/8/2024 0:00,2117,2116.8003
VKR-138048,865,865.0001785714285,10/8/2024 0:00,969,968.8002
VKR-138049,22680,22680.003660714283,10/8/2024 0:00,25402,25401.6041
VKR-138050,16096,16095.802232142856,10/9/2024 0:00,18027,18027.2985
VKR-138051,42029,42028.881696428565,10/9/2024 0:00,47072,47072.347499999996
VKR-138052,228,227.5448214285714,10/9/2024 0:00,255,254.8502
VKR-138053,8255,8254.970089285714,10/9/2024 0:00,9246,9245.5665
VKR-138054,14700,14699.994374999998,10/9/2024 0:00,16464,16463.9937
VKR-138055,14127,14127.419732142856,10/9/2024 0:00,15823,15822.7101
